Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
Cd36_86370,orf19.7425	NG	0.0469005	0.407111	0.115203	2.65391e-26	1065	229.177	835.823	NA	110	72	38	NA	NA	0.124414	1:1:1:1:1:1	0.364421(0.435233:0.322539:0.335492)	NA	NA	NA	NA
Cd36_86380,orf19.7426	NG	0.0508194	0.445406	0.114097	1.8285e-27	1020	226.283	793.717	NA	115	76	39	NA	NA	0.138357	1:1:1:1:1:1	0.347549(0.404412:0.325:0.313235)	NA	NA	NA	NA
Cd36_86390,orf19.7427	NG	0.0287785	0.404649	0.0711197	2.80496e-38	1212	273.395	938.605	NA	112	85.5	26.5	NA	NA	0.113565	1:1:1:1:1:1	0.355198(0.386139:0.326733:0.352723)	NA	NA	NA	NA
Cd36_86400,orf19.7428	NG	0.0248581	0.554587	0.0448228	8.94181e-45	1008	210.477	797.523	NA	102	82.5	19.5	NA	NA	0.135469	1:1:1:1:1:1	0.351648(0.443681:0.299451:0.311813)	NA	NA	NA	NA
Cd36_86410,orf19.7433	NG	0.0398509	0.409684	0.0972723	5.6996e-88	3129	771.4	2357.6	NA	335	243.5	91.5	NA	NA	0.131027	1:1:1:1:1:1	0.416742(0.489121:0.519946:0.24116)	NA	NA	NA	NA
Cd36_86420,orf19.7434	NG	0.0378883	0.312202	0.121358	2.43807e-20	1035	209.497	825.503	NA	84	53.5	30.5	NA	NA	0.093413	1:1:1:1:1:1	0.313943(0.421053:0.289474:0.231302)	NA	NA	NA	NA
Cd36_86430,orf19.7436	NG	0.0527277	0.391321	0.134743	2.62763e-39	1782	390.846	1391.15	NA	190	119.167	70.8333	NA	NA	0.126991	1:1:1:1:1:1	0.375195(0.461778:0.385335:0.278471)	NA	NA	NA	NA
Cd36_86440,orf19.7436.1	NG	0.0116714	0.403155	0.0289503	3.09731e-14	336	76.9571	259.043	NA	27	24	3	NA	NA	0.101336	1:1:1:1:1:1	0.388393(0.526786:0.379464:0.258929)	NA	NA	NA	NA
Cd36_86460,orf19.7437	NG	0.0142611	0.389296	0.036633	7.31928e-29	768	166.288	601.712	NA	59	50.5	8.5	NA	NA	0.0954637	1:1:1:1:1:1	0.372421(0.428339:0.343648:0.345277)	NA	NA	NA	NA
Cd36_86470,orf19.7438	NG	0.00625911	0.403855	0.0154984	1.11702e-128	3063	656.481	2406.52	NA	220	205	15	NA	NA	0.0914743	1:1:1:1:1:1	0.367124(0.456905:0.328599:0.315867)	NA	NA	NA	NA
Cd36_86480,orf19.7440	NG	0.0601259	0.538345	0.111686	3.18863e-116	3945	864.292	3080.71	NA	510	332	178	NA	NA	0.164897	1:1:1:1:1:1	0.318353(0.361782:0.327417:0.265861)	NA	NA	NA	NA
Cd36_86490,orf19.7441	NG	0.0600785	0.400602	0.14997	2.19277e-19	924	196.54	727.46	NA	103	61	42	NA	NA	0.13251	1:1:1:1:1:1	0.302787(0.374598:0.290997:0.242765)	NA	NA	NA	NA
Cd36_86500,orf19.7442	NG	0.112915	0.470855	0.239809	6.60035e-14	876	180.404	695.596	NA	136	63.0833	72.9167	NA	NA	0.186629	1:1:1:1:1:1	0.319911(0.392617:0.295302:0.271812)	NA	NA	NA	NA
Cd36_86510,orf19.7443	NG	0.0414389	0.31979	0.129582	6.71136e-12	597	113.308	483.692	NA	49	29.5	19.5	NA	NA	0.0942688	1:1:1:1:1:1	0.224777(0.302682:0.216475:0.155172)	NA	NA	NA	NA
Cd36_86520,orf19.7444	NG	0.0691764	0.516069	0.134045	6.23509e-27	1020	210.4	809.6	NA	132	78.5	53.5	NA	NA	0.161359	1:1:1:1:1:1	0.304497(0.392962:0.259531:0.260997)	NA	NA	NA	NA
Cd36_86540,orf19.7445	NG	0.0558238	0.501342	0.111349	2.32086e-41	1464	302.222	1161.78	NA	173	110.5	62.5	NA	NA	0.147795	1:1:1:1:1:1	0.339895(0.457677:0.300197:0.261811)	NA	NA	NA	NA
Cd36_86550,orf19.7446	NG	0.02507	0.149296	0.167921	8.58483e-07	675	147.737	527.263	NA	33	20	13	NA	NA	0.0522594	1:1:1:1:1:1	0.294074(0.36:0.335556:0.186667)	NA	NA	NA	NA
Cd36_86560,orf19.7447	NG	0.00832381	0.43235	0.0192525	5.42417e-72	1623	354.546	1268.45	NA	127	116.5	10.5	NA	NA	0.100953	1:1:1:1:1:1	0.340419(0.4122:0.366913:0.242144)	NA	NA	NA	NA
Cd36_86570,orf19.7448	NG	0.00580166	0.301794	0.0192239	4.46807e-44	1332	293.808	1038.19	NA	79	73	6	NA	NA	0.0710908	1:1:1:1:1:1	0.336712(0.441441:0.355856:0.212838)	NA	NA	NA	NA
Cd36_86580,orf19.7449	NG	0.0870655	0.541825	0.160689	2.68789e-39	1713	346.446	1366.55	NA	246	133.667	112.333	NA	NA	0.179038	1:1:1:1:1:1	0.293554(0.352787:0.287456:0.240418)	NA	NA	NA	NA
Cd36_86590,orf19.7450	NG	0.0522964	0.387182	0.135069	1.07801e-23	1086	234.764	851.236	NA	114	71	43	NA	NA	0.12469	1:1:1:1:1:1	0.334232(0.381402:0.366577:0.254717)	NA	NA	NA	NA
Cd36_86600,orf19.7451	NG	0.0433537	0.501252	0.0864908	9.06707e-126	3945	858.91	3086.09	NA	444	314	130	NA	NA	0.143048	1:1:1:1:1:1	0.347046(0.419596:0.351907:0.269634)	NA	NA	NA	NA
Cd36_86610,orf19.7452	NG	0.166383	0.613712	0.27111	1.5734e-32	2196	445.788	1750.21	NA	448	186.833	261.167	NA	NA	0.257191	1:1:1:1:1:1	0.282782(0.332721:0.267923:0.247702)	NA	NA	NA	NA
Cd36_86620,orf19.7454	NG	0.0140859	0.355945	0.0395731	4.84225e-51	1557	338.748	1218.25	NA	113	96	17	NA	NA	0.0884623	1:1:1:1:1:1	0.337508(0.439306:0.317919:0.255299)	NA	NA	NA	NA
Cd36_86630,orf19.7455	NG	0.0326151	0.456504	0.0714453	1.00621e-35	1077	231.031	845.969	NA	106	79	27	NA	NA	0.123545	1:1:1:1:1:1	0.352832(0.402507:0.355153:0.300836)	NA	NA	NA	NA
Cd36_86640,orf19.7456	NG	0.0793554	0.445869	0.177979	1.23813e-20	1056	212.723	843.277	NA	135	71.5	63.5	NA	NA	0.153187	1:1:1:1:1:1	0.288919(0.358516:0.274725:0.233516)	NA	NA	NA	NA
Cd36_86650,orf19.7457	NG	0.0616487	0.527709	0.116823	8.94079e-26	882	180.785	701.215	NA	110	68.5	41.5	NA	NA	0.157178	1:1:1:1:1:1	0.327243(0.431894:0.269103:0.280731)	NA	NA	NA	NA
Cd36_86660,orf19.7458	NG	0.075684	0.458135	0.1652	2.63907e-09	354	83.1311	270.869	NA	48	28.5	19.5	NA	NA	0.165496	1:1:1:1:1:1	0.360882(0.438017:0.454545:0.190083)	NA	NA	NA	NA
Cd36_86670,orf19.7459	NG	0.0327293	0.575423	0.0568787	2.52782e-76	1839	387.03	1451.97	NA	202	155.5	46.5	NA	NA	0.146943	1:1:1:1:1:1	0.337366(0.402419:0.332258:0.277419)	NA	NA	NA	NA
Cd36_86680,orf19.6832	NG	0.0759441	0.547319	0.138757	1.32124e-52	1974	431.381	1542.62	NA	279	167.583	111.417	NA	NA	0.178954	1:1:1:1:1:1	0.270974(0.305785:0.276484:0.230654)	NA	NA	NA	NA
Cd36_86690,orf19.6831	NG	0.0361152	0.560436	0.0644412	6.34014e-102	2613	561.538	2051.46	NA	294	221.667	72.3333	NA	NA	0.148793	1:1:1:1:1:1	0.346501(0.469526:0.318849:0.251129)	NA	NA	NA	NA
Cd36_86700,orf19.6830	NG	0.0253808	0.348716	0.0727837	1.20905e-22	795	173.912	621.088	NA	64	48.5	15.5	NA	NA	0.0961126	1:1:1:1:1:1	0.342138(0.443396:0.356604:0.226415)	NA	NA	NA	NA
Cd36_86710,orf19.6829	NG	0.0367434	0.524796	0.0700146	4.6799e-70	1956	403.575	1552.43	NA	208	152.333	55.6667	NA	NA	0.137442	1:1:1:1:1:1	0.317605(0.370624:0.302131:0.280061)	NA	NA	NA	NA
Cd36_86720,orf19.6828.1	NG	0.00627767	0.150361	0.0417506	0.000437247	204	44.0375	159.962	NA	7	6	1	NA	NA	0.037381	1:1:1:1:1:1	0.335784(0.477941:0.279412:0.25)	NA	NA	NA	NA
Cd36_86730,orf19.6828	NG	0.0146686	0.412526	0.0355579	3.82184e-30	810	156.003	653.997	NA	59	49.5	9.5	NA	NA	0.0912942	1:1:1:1:1:1	0.31401(0.438406:0.255435:0.248188)	NA	NA	NA	NA
Cd36_86740,orf19.6827	NG	0.049941	0.439834	0.113545	6.09745e-27	1050	204.844	845.156	NA	109	68.1667	40.8333	NA	NA	0.126005	1:1:1:1:1:1	0.32389(0.433428:0.298867:0.239377)	NA	NA	NA	NA
Cd36_86750,orf19.6826	NG	0.102739	0.447268	0.229704	3.9264e-19	1179	260.719	918.281	NA	176	87.8333	88.1667	NA	NA	0.178927	1:1:1:1:1:1	0.362083(0.39125:0.38:0.315)	NA	NA	NA	NA
Cd36_86760,orf19.6824	NG	0.0627788	0.54742	0.114681	5.93216e-43	1398	313.147	1084.85	NA	187	121.667	65.3333	NA	NA	0.171336	1:1:1:1:1:1	0.345588(0.364496:0.390756:0.281513)	NA	NA	NA	NA
Cd36_86770,orf19.6822	NG	0.0865406	0.451687	0.191594	1.29224e-16	879	171.423	707.577	NA	116	58.1667	57.8333	NA	NA	0.157752	1:1:1:1:1:1	0.289187(0.342262:0.255952:0.269345)	NA	NA	NA	NA
Cd36_86780,orf19.6821	NG	0.0389094	0.589333	0.0660229	7.32713e-95	2406	507.134	1898.87	NA	279	207	72	NA	NA	0.154927	1:1:1:1:1:1	0.315779(0.370508:0.270756:0.306072)	NA	NA	NA	NA
Cd36_86790,orf19.6820	NG	0.142622	0.531628	0.268274	1.2527e-23	1506	356.232	1149.77	NA	285	135.667	149.333	NA	NA	0.234638	1:1:1:1:1:1	0.387199(0.426806:0.465779:0.269011)	NA	NA	NA	NA
Cd36_86800,orf19.6818	NG	0.0317513	0.585855	0.0541965	4.94994e-174	4107	882.344	3224.66	NA	459	358.75	100.25	NA	NA	0.150795	1:1:1:1:1:1	0.35485(0.393873:0.348286:0.322392)	NA	NA	NA	NA
Cd36_86810,orf19.6817	NG	0.064656	0.440822	0.146672	2.15955e-35	1533	346.511	1186.49	NA	189	115.5	73.5	NA	NA	0.149682	1:1:1:1:1:1	0.351748(0.430712:0.389513:0.235019)	NA	NA	NA	NA
Cd36_86820,orf19.6816	NG	0.0121445	0.415167	0.0292521	7.64514e-34	846	181.919	664.081	NA	66	58	8	NA	NA	0.0988081	1:1:1:1:1:1	0.332151(0.427305:0.367021:0.202128)	NA	NA	NA	NA
Cd36_86830,orf19.6814	NG	0.0185426	0.102255	0.181337	4.88091e-07	1005	240.61	764.39	NA	37	23	14	NA	NA	0.0385844	1:1:1:1:1:1	0.429851(0.474627:0.422388:0.392537)	NA	NA	NA	NA
Cd36_86840,orf19.6813	NG	0.0166512	0.573506	0.029034	2.1412e-40	801	163.388	637.612	NA	76	65.5	10.5	NA	NA	0.130239	1:1:1:1:1:1	0.250312(0.32397:0.224719:0.202247)	NA	NA	NA	NA
Cd36_86850,orf19.6812	NG	0.0100339	0.289798	0.0346238	7.97045e-65	2301	495.06	1805.94	NA	137	119	18	NA	NA	0.0702252	1:1:1:1:1:1	0.34352(0.410273:0.377763:0.242523)	NA	NA	NA	NA
Cd36_86860,orf19.6811	NG	0.0931335	0.286964	0.324548	4.74413e-06	672	146.784	525.216	NA	81	35	46	NA	NA	0.135472	1:1:1:1:1:1	0.296296(0.356838:0.386752:0.145299)	NA	NA	NA	NA
Cd36_86870,orf19.6810	NG	0.00989464	0.210606	0.0469816	3.25308e-38	1929	403.005	1525.99	NA	89	74	15	NA	NA	0.0518272	1:1:1:1:1:1	0.284284(0.401387:0.276579:0.174884)	NA	NA	NA	NA
Cd36_86880,orf19.6809	NG	0.0608136	0.344203	0.176679	8.0462e-16	966	195.628	770.372	NA	99	54	45	NA	NA	0.118204	1:1:1:1:1:1	0.297436(0.435385:0.307692:0.149231)	NA	NA	NA	NA
Cd36_86890,orf19.6805	NG	0.0577603	0.326827	0.17673	1.43504e-40	2784	550.47	2233.53	NA	270	145.833	124.167	NA	NA	0.110962	1:1:1:1:1:1	0.239379(0.32402:0.260294:0.133824)	NA	NA	NA	NA
Cd36_86900,orf19.6804	NG	0.0666314	0.305612	0.218026	1.34037e-21	1773	352.247	1420.75	NA	179	88.4167	90.5833	NA	NA	0.11411	1:1:1:1:1:1	0.232839(0.335255:0.237232:0.12603)	NA	NA	NA	NA
Cd36_86910,orf19.6803	NG	0.050194	0.318287	0.157701	2.23344e-19	1095	231.651	863.349	NA	102	60.0833	41.9167	NA	NA	0.10691	1:1:1:1:1:1	0.257696(0.306069:0.300792:0.166227)	NA	NA	NA	NA
Cd36_86920,orf19.6802	NG	0.0545582	0.438717	0.124358	2.98511e-28	1125	231.821	893.179	NA	124	77	47	NA	NA	0.133719	1:1:1:1:1:1	0.273316(0.313472:0.314767:0.19171)	NA	NA	NA	NA
Cd36_86930,orf19.6801	NG	0.0418541	0.403725	0.10367	1.84864e-42	1707	351.81	1355.19	NA	165	109.833	55.1667	NA	NA	0.116435	1:1:1:1:1:1	0.335049(0.515437:0.301029:0.188679)	NA	NA	NA	NA
Cd36_86940,orf19.6800	NG	0.0740812	0.408511	0.181345	5.01417e-28	1515	336	1179	NA	189	105.833	83.1667	NA	NA	0.148252	1:1:1:1:1:1	0.322669(0.363803:0.415905:0.1883)	NA	NA	NA	NA
Cd36_86950,orf19.6798	NG	0.0927774	0.461124	0.201198	1.74926e-56	3129	703.534	2425.47	NA	454	242.333	211.667	NA	NA	0.175598	1:1:1:1:1:1	0.39383(0.586703:0.383648:0.211141)	NA	NA	NA	NA
Cd36_86960,orf19.6797	NG	0.148406	0.439564	0.337622	5.95771e-22	2310	489.793	1820.21	NA	408	162.917	245.083	NA	NA	0.210141	1:1:1:1:1:1	0.244067(0.277656:0.317634:0.136911)	NA	NA	NA	NA
Cd36_86970,orf19.6796	NG	0.0434149	0.354401	0.122502	1.22846e-16	696	156.673	539.327	NA	67	44.25	22.75	NA	NA	0.11342	1:1:1:1:1:1	0.301688(0.388186:0.381857:0.135021)	NA	NA	NA	NA
Cd36_86980,orf19.6795	NG	0.0879616	0.316999	0.277482	0.000160737	339	61.8892	277.111	NA	39	16	23	NA	NA	0.129776	1:1:1:1:1:1	0.245098(0.394958:0.210084:0.130252)	NA	NA	NA	NA
Cd36_86990,orf19.6794	NG	0.0313267	0.267678	0.117031	4.30905e-13	654	148.809	505.191	NA	49	33.5	15.5	NA	NA	0.0851055	1:1:1:1:1:1	0.338565(0.372197:0.461883:0.181614)	NA	NA	NA	NA
Cd36_87000,orf19.6793	NG	0.121665	0.339483	0.358384	8.42602e-08	945	204.487	740.513	NA	139	55.8333	83.1667	NA	NA	0.168798	1:1:1:1:1:1	0.291667(0.410904:0.344415:0.119681)	NA	NA	NA	NA
Cd36_87010,orf19.6792	NG	0.0875298	0.438459	0.19963	1.1424e-21	1185	261.037	923.963	NA	163	86.6667	76.3333	NA	NA	0.164834	1:1:1:1:1:1	0.288551(0.373832:0.350467:0.141355)	NA	NA	NA	NA
Cd36_87020,orf19.6791	NG	0.00321231	0.303979	0.0105676	1.46602e-15	408	96.0308	311.969	NA	25	24	1	NA	NA	0.0740036	1:1:1:1:1:1	0.33701(0.433824:0.463235:0.113971)	NA	NA	NA	NA
Cd36_87030,orf19.6790	NG	0.109866	0.436496	0.251699	3.42146e-33	2349	520.026	1828.97	NA	359	172.083	186.917	NA	NA	0.182176	1:1:1:1:1:1	0.349702(0.501674:0.385603:0.16183)	NA	NA	NA	NA
Cd36_87040,orf19.6789	NG	0.0487598	0.412899	0.118091	4.06132e-83	3570	752.714	2817.29	NA	372	239	133	NA	NA	0.125536	1:1:1:1:1:1	0.297266(0.397656:0.325:0.169141)	NA	NA	NA	NA
Cd36_87050,orf19.6788	NG	0.110225	0.464118	0.237494	6.76205e-12	708	145.444	562.556	NA	108	50.3333	57.6667	NA	NA	0.182925	1:1:1:1:1:1	0.288538(0.37747:0.333992:0.15415)	NA	NA	NA	NA
Cd36_87060,orf19.6787	NG	0.0174492	0.3035	0.0574933	4.25546e-11	393	74.1184	318.882	NA	24	18.5	5.5	NA	NA	0.0713974	1:1:1:1:1:1	0.233577(0.273723:0.240876:0.186131)	NA	NA	NA	NA
Cd36_87070,orf19.6786	NG	0.12317	0.452916	0.271949	8.6345e-23	1677	377.709	1299.29	NA	276	128.417	147.583	NA	NA	0.197438	1:1:1:1:1:1	0.309126(0.410684:0.36394:0.152755)	NA	NA	NA	NA
Cd36_87080,orf19.6785	NG	0.00301136	0.174685	0.0172388	9.64444e-10	429	96.2567	332.743	NA	16	15	1	NA	NA	0.0415306	1:1:1:1:1:1	0.340326(0.524476:0.34965:0.146853)	NA	NA	NA	NA
Cd36_87090,orf19.6784	NG	0.249357	0.439068	0.567922	2.86254e-05	1248	318.191	929.809	NA	303	105.75	197.25	NA	NA	0.297726	1:1:1:1:1:1	0.313025(0.276261:0.552521:0.110294)	NA	NA	NA	NA
Cd36_87100,orf19.6783	NG	0.0461828	0.276221	0.167195	7.87302e-28	1980	409.697	1570.3	NA	165	94.6667	70.3333	NA	NA	0.0937818	1:1:1:1:1:1	0.277858(0.422576:0.318379:0.0926194)	NA	NA	NA	NA
Cd36_87110,orf19.6782	NG	0.122768	0.36083	0.340237	2.40191e-16	2013	404.41	1608.59	NA	298	115.833	182.167	NA	NA	0.170594	1:1:1:1:1:1	0.24257(0.359396:0.274348:0.0939643)	NA	NA	NA	NA
Cd36_87120,orf19.6781	NG	0.14953	0.446689	0.334752	1.87379e-13	1347	275.574	1071.43	NA	238	92.75	145.25	NA	NA	0.210324	1:1:1:1:1:1	0.230896(0.288538:0.279644:0.124506)	NA	NA	NA	NA
Cd36_87130,orf19.6780	NG	0.0341027	0.317342	0.107464	4.62601e-18	843	168.115	674.885	NA	66	43.5	22.5	NA	NA	0.0905877	1:1:1:1:1:1	0.252047(0.364912:0.287719:0.103509)	NA	NA	NA	NA
Cd36_87140,orf19.6779	NG	0.0621556	0.336273	0.184837	3.4422e-21	1317	285.982	1031.02	NA	139	77.5	61.5	NA	NA	0.121679	1:1:1:1:1:1	0.27429(0.408072:0.313901:0.100897)	NA	NA	NA	NA
Cd36_87150,orf19.6778	NG	0.0183927	0.378115	0.0486432	3.40178e-125	3891	854.694	3036.31	NA	309	253.833	55.1667	NA	NA	0.097409	1:1:1:1:1:1	0.311616(0.421212:0.357576:0.156061)	NA	NA	NA	NA
Cd36_87160,orf19.6776	NG	0.0279687	0.454731	0.0615061	1.56721e-52	1497	331.398	1165.6	NA	145	113	32	NA	NA	0.122443	1:1:1:1:1:1	0.355(0.439:0.337:0.289)	NA	NA	NA	NA
Cd36_87170,orf19.6773	NG	0.0349889	0.554222	0.0631315	3.49144e-205	5256	1155.8	4100.2	NA	593	452.833	140.167	NA	NA	0.149169	1:1:1:1:1:1	0.345975(0.396988:0.325444:0.315492)	NA	NA	NA	NA
Cd36_87180,orf19.6771	NG	NA	0.450487	-0	NA	687	150.594	536.406	NA	51	51	NA	NA	NA	0.0987492	1:1:1:1:1:1	0.32623(0.355738:0.286885:0.336066)	NA	NA	NA	NA
Cd36_87190,orf19.6770	NG	0.0673802	0.549588	0.122601	2.84917e-29	954	216.904	737.096	NA	132	84.5	47.5	NA	NA	0.177016	1:1:1:1:1:1	0.380503(0.399371:0.394654:0.347484)	NA	NA	NA	NA
Cd36_87200,orf19.6769	NG	0.0351768	0.479432	0.0733717	2.01534e-72	2142	463.916	1678.08	NA	222	164.333	57.6667	NA	NA	0.131394	1:1:1:1:1:1	0.352057(0.381415:0.378641:0.296117)	NA	NA	NA	NA
Cd36_87210,orf19.6766	NG	0.0558581	0.399577	0.139793	6.09991e-26	1173	253.416	919.584	NA	128	78.5	49.5	NA	NA	0.130115	1:1:1:1:1:1	0.338777(0.413317:0.369347:0.233668)	NA	NA	NA	NA
Cd36_87220,orf19.6763	NG	0.0507383	0.41221	0.123088	1.43579e-79	3510	737.89	2772.11	NA	370	234	136	NA	NA	0.126729	1:1:1:1:1:1	0.380178(0.518349:0.324854:0.297331)	NA	NA	NA	NA
Cd36_87230,orf19.6760	NG	0.033924	0.489319	0.069329	4.51802e-74	2058	465.109	1592.89	NA	220	167.167	52.8333	NA	NA	0.136843	1:1:1:1:1:1	0.291095(0.324549:0.303971:0.244765)	NA	NA	NA	NA
Cd36_87240,orf19.6758	NG	0.0271504	0.574048	0.0472964	1.50305e-39	867	191.954	675.046	NA	95	77	18	NA	NA	0.148234	1:1:1:1:1:1	0.350634(0.425606:0.323529:0.302768)	NA	NA	NA	NA
Cd36_87250,orf19.6757	NG	0.0266914	0.430179	0.0620471	1.60986e-30	885	198.553	686.447	NA	83	65	18	NA	NA	0.117215	1:1:1:1:1:1	0.366667(0.440678:0.352542:0.30678)	NA	NA	NA	NA
Cd36_87260,orf19.6756	NG	0.0311994	0.423918	0.0735977	7.08254e-29	891	203.813	687.187	NA	87	66	21	NA	NA	0.121033	1:1:1:1:1:1	0.367873(0.430921:0.389803:0.282895)	NA	NA	NA	NA
Cd36_87270,orf19.6755	NG	0.018857	0.522833	0.0360669	3.62845e-73	1599	363.894	1235.11	NA	160	137	23	NA	NA	0.13355	1:1:1:1:1:1	0.380238(0.466229:0.36773:0.306754)	NA	NA	NA	NA
Cd36_87280,orf19.6754	NG	0.0281286	0.3784	0.0743356	3.68877e-18	576	141.338	434.662	NA	54	42	12	NA	NA	0.114078	1:1:1:1:1:1	0.42228(0.481865:0.479275:0.305699)	NA	NA	NA	NA
Cd36_87290,orf19.6753	NG	0.0304276	0.330834	0.0919724	1.07688e-14	573	125.852	447.148	NA	47	33.6667	13.3333	NA	NA	0.0964081	1:1:1:1:1:1	0.382812(0.494792:0.398438:0.255208)	NA	NA	NA	NA
Cd36_87300,orf19.6752	NG	0.0293924	0.371058	0.0792126	1.24228e-20	702	146.906	555.094	NA	59	43	16	NA	NA	0.100892	1:1:1:1:1:1	0.320513(0.395299:0.297009:0.269231)	NA	NA	NA	NA
Cd36_87310,orf19.6751	NG	0.013407	0.475265	0.0282094	2.75809e-40	879	201.69	677.31	NA	80	71	9	NA	NA	0.119382	1:1:1:1:1:1	0.384528(0.484642:0.426621:0.242321)	NA	NA	NA	NA
Cd36_87320,orf19.6749	NG	0.00714425	0.258023	0.0276884	1.84261e-47	1782	375.596	1406.4	NA	92	82	10	NA	NA	0.0600225	1:1:1:1:1:1	0.375421(0.467172:0.35101:0.308081)	NA	NA	NA	NA
Cd36_87330,orf19.6748	NG	0.0064263	0.41864	0.0153504	1.08955e-42	984	202.609	781.391	NA	70	65	5	NA	NA	0.0913023	1:1:1:1:1:1	0.325711(0.375:0.317073:0.285061)	NA	NA	NA	NA
Cd36_87340,orf19.6747	NG	0.0139871	0.472898	0.0295774	2.9437e-30	717	139.693	577.307	NA	57	49	8	NA	NA	0.103397	1:1:1:1:1:1	0.330097(0.406149:0.263754:0.320388)	NA	NA	NA	NA
Cd36_87350,orf19.6745	NG	0.0158882	0.199155	0.079778	2.87535e-13	744	171.52	572.48	NA	39	30	9	NA	NA	0.0581382	1:1:1:1:1:1	0.409946(0.502016:0.405242:0.322581)	NA	NA	NA	NA
Cd36_87360,orf19.6744	NG	0.0611927	0.527735	0.115953	4.15452e-28	969	203.211	765.789	NA	122	77	45	NA	NA	0.159032	1:1:1:1:1:1	0.354424(0.445988:0.285494:0.33179)	NA	NA	NA	NA
Cd36_87370,orf19.6742	NG	0.0252743	0.493962	0.0511666	1.03886e-86	2286	475.369	1810.63	NA	217	172	45	NA	NA	0.122737	1:1:1:1:1:1	0.385457(0.501931:0.315315:0.339125)	NA	NA	NA	NA
Cd36_87380,orf19.6741	NG	0.0278772	0.438918	0.0635135	1.94326e-42	1230	279.898	950.102	NA	119	93	26	NA	NA	0.121413	1:1:1:1:1:1	0.376744(0.409302:0.416279:0.304651)	NA	NA	NA	NA
Cd36_87390,orf19.6740	NG	0.0485175	0.495594	0.0978977	3.0673e-41	1338	295.036	1042.96	NA	156	107	49	NA	NA	0.1471	1:1:1:1:1:1	0.353513(0.433857:0.335202:0.29148)	NA	NA	NA	NA
Cd36_87400,orf19.6739	NG	0.0573861	0.605123	0.0948339	2.15853e-64	1848	396.905	1451.1	NA	245	164.833	80.1667	NA	NA	0.175026	1:1:1:1:1:1	0.376894(0.465097:0.340909:0.324675)	NA	NA	NA	NA
Cd36_87410,orf19.6738	NG	0.00889668	0.301388	0.0295191	1.66964e-44	1449	318.305	1130.69	NA	89	79	10	NA	NA	0.0731489	1:1:1:1:1:1	0.383402(0.479424:0.348765:0.322016)	NA	NA	NA	NA
Cd36_87420,orf19.6737	NG	0.0620001	0.358921	0.17274	1.97871e-15	858	185.806	672.194	NA	93	53	40	NA	NA	0.1263	1:1:1:1:1:1	0.322338(0.347222:0.357639:0.262153)	NA	NA	NA	NA
Cd36_87430,orf19.6736	NG	0.0530823	0.522923	0.101511	2.12069e-57	1887	397.491	1489.51	NA	226	149.667	76.3333	NA	NA	0.152053	1:1:1:1:1:1	0.325184(0.404574:0.319401:0.251577)	NA	NA	NA	NA
Cd36_87440,orf19.6734	NG	0.0815384	0.617117	0.132128	1.12794e-64	2127	485.409	1641.59	NA	331	204.167	126.833	NA	NA	0.203764	1:1:1:1:1:1	0.40901(0.561917:0.417443:0.24767)	NA	NA	NA	NA
Cd36_87450,orf19.6732	NG	0.0847421	0.46431	0.182512	9.9935e-18	861	176.695	684.305	NA	116	61.1667	54.8333	NA	NA	0.162637	1:1:1:1:1:1	0.3125(0.388889:0.298611:0.25)	NA	NA	NA	NA
Cd36_87460,orf19.6731.1	NG	0.00948321	0.209255	0.0453188	3.04766e-06	267	54.7647	212.235	NA	12	10	2	NA	NA	0.0504588	1:1:1:1:1:1	0.335206(0.477528:0.297753:0.230337)	NA	NA	NA	NA
Cd36_87470,orf19.6731	NG	0.055609	0.760035	0.0731664	8.64592e-15	324	62.7934	261.207	NA	44	30	14	NA	NA	0.192131	1:1:1:1:1:1	0.319338(0.362595:0.274809:0.320611)	NA	NA	NA	NA
Cd36_87480,orf19.6730	NG	0.0590196	0.49696	0.118761	2.6626e-18	648	131.178	516.822	NA	77	47.6667	29.3333	NA	NA	0.147674	1:1:1:1:1:1	0.346271(0.47032:0.280822:0.287671)	NA	NA	NA	NA
Cd36_87490,orf19.6729	NG	0.045322	0.522531	0.0867355	1.06446e-117	3582	777.68	2804.32	NA	416	292.667	123.333	NA	NA	0.148928	1:1:1:1:1:1	0.345152(0.403304:0.290492:0.34166)	NA	NA	NA	NA
Cd36_87500,orf19.6727	NG	0.0540844	0.686607	0.0787707	4.19068e-55	1311	285.711	1025.29	NA	182	128.5	53.5	NA	NA	0.191932	1:1:1:1:1:1	0.371091(0.386728:0.356979:0.369565)	NA	NA	NA	NA
Cd36_87510,orf19.6726	NG	0.0610812	0.458674	0.133169	1.77458e-25	981	219.551	761.449	NA	120	75.3333	44.6667	NA	NA	0.150064	1:1:1:1:1:1	0.375868(0.464844:0.375:0.28776)	NA	NA	NA	NA
